team,player,player_id,position,competition,season,games,possible_games,goals,assists,minutes,start11_pct,yellow,red,clean_sheets,conceded,minutes_pct,second_yellow,gc_pct,gc_pct_nopen
Argentina,Giuliano Simeone,742201,Right Winger,Copa del Rey,25/26,6,6,1,0,411,83.33333333333334,1,0,0,0,72.10526315789474,0,5.555555555555555,6.666666666666667
Argentina,Giuliano Simeone,742201,Right Winger,Supercopa,25/26,1,1,0,1,90,100.0,0,0,0,0,100.0,0,100.0,100.0
Argentina,Lionel Messi,28003,Right Winger,MLS,2026,14,15,12,7,1243,93.33333333333333,2,0,0,0,92.07407407407408,0,48.717948717948715,48.717948717948715
Argentina,Lionel Messi,28003,Right Winger,CONCACAF Champions Cup,25/26,2,2,1,0,180,100.0,0,0,0,0,100.0,0,100.0,100.0
Argentina,Julián Alvarez,576024,Centre-Forward,LaLiga,25/26,29,38,8,4,1903,57.89473684210527,2,0,0,0,55.643274853801174,0,19.35483870967742,22.22222222222222
Argentina,Julián Alvarez,576024,Centre-Forward,UEFA Champions League,25/26,15,16,10,4,1241,93.75,0,0,0,0,86.18055555555556,0,40.0,42.42424242424242
Argentina,Julián Alvarez,576024,Centre-Forward,Copa del Rey,25/26,4,6,2,1,315,66.66666666666666,0,0,0,0,55.26315789473685,0,16.666666666666664,20.0
Argentina,Julián Alvarez,576024,Centre-Forward,Supercopa,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Argentina,Lautaro Martínez,406625,Centre-Forward,Serie A,25/26,30,38,17,6,2178,71.05263157894737,4,0,0,0,63.68421052631579,0,25.842696629213485,28.749999999999996
Argentina,Lautaro Martínez,406625,Centre-Forward,UEFA Champions League,25/26,8,10,4,0,459,70.0,2,0,0,0,51.0,0,23.52941176470588,25.0
Argentina,Lautaro Martínez,406625,Centre-Forward,Supercoppa Italiana,25/26,1,1,0,0,19,0.0,0,0,0,0,21.11111111111111,0,0.0,0.0
Argentina,Lautaro Martínez,406625,Centre-Forward,Italy Cup,25/26,2,5,1,0,111,20.0,0,0,0,0,24.666666666666668,0,8.333333333333332,11.11111111111111
Argentina,José Manuel López,844797,Centre-Forward,Série A,2026,17,18,6,3,1314,94.44444444444444,2,0,0,0,81.11111111111111,0,30.0,31.03448275862069
Argentina,José Manuel López,844797,Centre-Forward,Copa do Brasil,2026,1,2,0,0,22,0.0,0,0,0,0,12.222222222222221,0,0.0,0.0
Argentina,José Manuel López,844797,Centre-Forward,Libertadores,2026,6,6,2,4,519,100.0,0,0,0,0,96.11111111111111,0,60.0,60.0
Argentina,José Manuel López,844797,Centre-Forward,Campeonato Paulista,2026,11,12,6,3,846,75.0,3,0,0,0,78.33333333333333,0,52.94117647058824,56.25
Australia,Mathew Ryan,128969,Goalkeeper,LaLiga,25/26,36,36,0,0,3240,100.0,4,0,9,56,100.0,0,0.0,0.0
Australia,Mathew Ryan,128969,Goalkeeper,Copa del Rey,25/26,0,3,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Australia,Patrick Beach,983578,Goalkeeper,A-League Men,25/26,24,26,0,0,2160,92.3076923076923,0,0,9,32,92.3076923076923,0,0.0,0.0
Australia,Patrick Beach,983578,Goalkeeper,AFC Champions League,25/26,10,10,0,0,930,100.0,1,0,3,8,100.0,0,0.0,0.0
Australia,Patrick Beach,983578,Goalkeeper,A-League Fin.,25/26,1,1,0,0,120,100.0,0,0,0,1,100.0,0,0.0,0.0
Australia,Paul Izzo,181921,Goalkeeper,Superliga,25/26,17,22,0,0,1530,77.27272727272727,1,0,6,22,77.27272727272727,0,0.0,0.0
Australia,Paul Izzo,181921,Goalkeeper,Superliga Relegation round,25/26,9,10,0,0,810,90.0,0,0,2,15,90.0,0,0.0,0.0
Australia,Paul Izzo,181921,Goalkeeper,Oddset Pokalen,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Australia,Paul Izzo,181921,Goalkeeper,Future Cup,25/26,1,1,0,0,90,100.0,0,0,0,5,100.0,0,0.0,0.0
Australia,Alessandro Circati,867137,Centre-Back,Serie A,25/26,31,38,1,1,2666,81.57894736842105,6,0,0,0,77.953216374269,0,7.142857142857142,9.090909090909092
Australia,Alessandro Circati,867137,Centre-Back,Italy Cup,25/26,2,3,0,0,135,33.33333333333333,0,0,0,0,50.0,0,0.0,0.0
Australia,Lucas Herrington,1279984,Centre-Back,MLS,2026,15,15,1,1,1350,100.0,4,0,0,0,100.0,0,8.0,8.0
Australia,Lucas Herrington,1279984,Centre-Back,US Open Cup,2026,2,3,0,0,210,66.66666666666666,0,0,0,0,70.0,0,0.0,0.0
Australia,Lucas Herrington,1279984,Centre-Back,A-League Men,25/26,11,15,1,0,930,66.66666666666666,2,0,0,0,68.88888888888889,0,6.666666666666667,9.090909090909092
Australia,Harry Souttar,298091,Centre-Back,Championship,25/26,2,46,1,0,178,4.3478260869565215,0,0,0,0,4.299516908212561,0,1.7241379310344827,25.0
Australia,Cameron Burgess,255788,Centre-Back,Championship,25/26,46,46,0,0,4140,100.0,7,0,0,0,100.0,0,0.0,0.0
Australia,Cameron Burgess,255788,Centre-Back,FA Cup,25/26,1,1,0,0,59,0.0,0,0,0,0,49.166666666666664,0,0.0,0.0
Australia,Cameron Burgess,255788,Centre-Back,EFL Cup,25/26,4,4,2,0,332,100.0,1,0,0,0,92.22222222222223,0,15.384615384615385,25.0
Australia,Milos Degenek,187353,Centre-Back,Cyprus League,25/26,10,20,1,0,720,35.0,2,0,0,0,40.0,0,4.761904761904762,5.88235294117647
Australia,Milos Degenek,187353,Centre-Back,Kypello Kyprou,25/26,1,3,0,0,90,33.33333333333333,1,0,0,0,33.33333333333333,0,0.0,0.0
Australia,Milos Degenek,187353,Centre-Back,Super liga Srbije,25/26,13,20,1,0,1052,60.0,2,0,0,0,58.44444444444444,0,5.555555555555555,6.25
Australia,Milos Degenek,187353,Centre-Back,Kup Srbije,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Jordan Bos,855731,Left-Back,Eredivisie,25/26,28,34,4,9,2058,70.58823529411765,0,0,0,0,67.25490196078432,0,18.571428571428573,20.967741935483872
Australia,Jordan Bos,855731,Left-Back,Europa League,25/26,5,8,0,1,237,37.5,0,0,0,0,32.916666666666664,0,9.090909090909092,10.0
Australia,Jordan Bos,855731,Left-Back,Champions League Qu.,25/26,2,2,0,1,180,100.0,1,0,0,0,100.0,0,25.0,25.0
Australia,Jordan Bos,855731,Left-Back,KNVB Beker,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Aziz Behich,136834,Left-Back,A-League Men,25/26,24,26,3,1,2160,92.3076923076923,5,0,0,0,92.3076923076923,0,12.121212121212121,12.903225806451612
Australia,Aziz Behich,136834,Left-Back,AFC Champions League,25/26,9,10,0,1,831,90.0,2,0,0,0,89.35483870967742,0,8.333333333333332,12.5
Australia,Aziz Behich,136834,Left-Back,A-League Fin.,25/26,1,1,0,1,120,100.0,0,0,0,0,100.0,0,14.285714285714285,100.0
Australia,Jacob Italiano,545810,Right-Back,Bundesliga,25/26,24,32,4,2,2067,75.0,1,0,0,0,71.77083333333333,0,14.285714285714285,21.428571428571427
Australia,Jacob Italiano,545810,Right-Back,ÖFB-Cup,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Jason Geria,185175,Right-Back,J2/J3 Special Season,2026,11,20,1,1,985,55.00000000000001,3,0,0,0,52.956989247311824,0,4.651162790697675,16.666666666666664
Australia,Aiden O'Neill,385918,Defensive Midfield,MLS,2026,11,15,0,1,909,73.33333333333333,2,0,0,0,67.33333333333333,0,4.0,5.263157894736842
Australia,Aiden O'Neill,385918,Defensive Midfield,US Open Cup,2026,1,3,0,0,90,33.33333333333333,0,0,0,0,33.33333333333333,0,0.0,0.0
Australia,Kai Trewin,691326,Defensive Midfield,MLS,2026,15,15,0,0,1256,93.33333333333333,3,0,0,0,93.03703703703704,0,0.0,0.0
Australia,Kai Trewin,691326,Defensive Midfield,US Open Cup,2026,3,3,1,0,267,100.0,1,0,0,0,98.88888888888889,0,12.5,12.5
Australia,Kai Trewin,691326,Defensive Midfield,A-League Men,25/26,13,15,0,0,1104,86.66666666666667,0,0,0,0,81.77777777777779,0,0.0,0.0
Australia,Kai Trewin,691326,Defensive Midfield,AFC Champions League,25/26,6,6,0,0,540,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Paul Okon-Engstler,1064377,Defensive Midfield,A-League Men,25/26,23,26,0,2,1935,84.61538461538461,6,0,0,0,82.6923076923077,0,6.0606060606060606,6.666666666666667
Australia,Paul Okon-Engstler,1064377,Defensive Midfield,A-League Fin.,25/26,4,4,0,0,390,100.0,3,0,0,0,100.0,0,0.0,0.0
Australia,Cammy Devlin,399162,Central Midfield,Premiership,25/26,25,33,1,0,2232,75.75757575757575,5,0,0,0,75.15151515151514,0,1.7241379310344827,2.083333333333333
Australia,Cammy Devlin,399162,Central Midfield,Scottish Premiership Top Six Split,25/26,3,5,1,0,160,40.0,1,0,0,0,35.55555555555556,0,11.11111111111111,20.0
Australia,Cammy Devlin,399162,Central Midfield,League Cup,25/26,5,5,0,1,385,80.0,0,0,0,0,80.20833333333334,0,4.761904761904762,5.88235294117647
Australia,Connor Metcalfe,522223,Central Midfield,Bundesliga,25/26,25,34,0,2,576,8.823529411764707,2,0,0,0,18.823529411764707,0,6.896551724137931,10.0
Australia,Connor Metcalfe,522223,Central Midfield,DFB-Pokal,25/26,3,4,0,0,112,25.0,0,0,0,0,26.666666666666668,0,0.0,0.0
Australia,Jackson Irvine,192557,Central Midfield,Bundesliga,25/26,24,34,0,1,1625,52.94117647058824,0,0,0,0,53.10457516339869,1,3.4482758620689653,5.0
Australia,Jackson Irvine,192557,Central Midfield,DFB-Pokal,25/26,2,4,0,0,112,25.0,1,0,0,0,26.666666666666668,0,0.0,0.0
Australia,Ajdin Hrustic,265625,Central Midfield,Eredivisie,25/26,27,34,1,6,2222,73.52941176470588,5,0,0,0,72.61437908496731,0,20.0,22.58064516129032
Australia,Ajdin Hrustic,265625,Central Midfield,KNVB Beker,25/26,3,3,3,1,300,100.0,1,0,0,0,100.0,0,36.36363636363637,40.0
Australia,Cristian Volpato,746891,Attacking Midfield,Serie A,25/26,24,38,2,4,1064,28.947368421052634,4,0,0,0,31.11111111111111,0,13.043478260869565,14.634146341463413
Australia,Cristian Volpato,746891,Attacking Midfield,Italy Cup,25/26,2,2,0,0,99,50.0,0,0,0,0,55.00000000000001,0,0.0,0.0
Australia,Nishan Velupillay,888140,Left Winger,A-League Men,25/26,21,26,4,1,1384,65.38461538461539,1,0,0,0,59.14529914529915,0,11.363636363636363,12.5
Australia,Nishan Velupillay,888140,Left Winger,A-League Fin.,25/26,1,1,0,0,84,100.0,0,0,0,0,93.33333333333333,0,0.0,0.0
Australia,Awer Mabil,255729,Left Winger,LaLiga2,25/26,30,42,3,6,1721,45.23809523809524,3,0,0,0,45.52910052910053,0,12.857142857142856,14.0625
Australia,Awer Mabil,255729,Left Winger,Copa del Rey,25/26,1,1,0,0,85,0.0,0,0,0,0,94.44444444444444,0,0.0,0.0
Australia,Mathew Leckie,126214,Left Winger,A-League Men,25/26,6,26,0,1,237,11.538461538461538,0,0,0,0,10.128205128205128,0,3.0303030303030303,9.090909090909092
Australia,Mathew Leckie,126214,Left Winger,AFC Champions League,25/26,1,10,0,0,45,10.0,0,0,0,0,4.838709677419355,0,0.0,0.0
Australia,Mathew Leckie,126214,Left Winger,A-League Fin.,25/26,1,1,0,0,120,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Nestory Irankunda,956920,Right Winger,Championship,25/26,40,46,4,5,2031,47.82608695652174,12,1,0,0,49.05797101449275,0,16.9811320754717,19.148936170212767
Australia,Nestory Irankunda,956920,Right Winger,FA Cup,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Nestory Irankunda,956920,Right Winger,EFL Cup,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Australia,Mohamed Touré,742770,Centre-Forward,Championship,25/26,11,16,9,3,595,43.75,2,0,0,0,41.31944444444444,0,46.15384615384615,63.1578947368421
Australia,Mohamed Touré,742770,Centre-Forward,FA Cup,25/26,1,2,1,0,29,0.0,0,0,0,0,16.11111111111111,0,33.33333333333333,33.33333333333333
Australia,Mohamed Touré,742770,Centre-Forward,Superliga,25/26,17,18,4,4,1117,77.77777777777779,4,0,0,0,68.95061728395062,0,47.05882352941176,47.05882352941176
Australia,Mohamed Touré,742770,Centre-Forward,Oddset Pokalen,25/26,2,2,0,1,141,50.0,0,0,0,0,67.14285714285714,0,25.0,50.0
Australia,Tete Yengi,849429,Centre-Forward,J1 Special Season,2026,15,20,3,1,958,60.0,1,0,0,0,52.349726775956285,0,7.2727272727272725,19.047619047619047
Australia,Tete Yengi,849429,Centre-Forward,AFC Champions League,25/26,7,7,3,0,480,85.71428571428571,2,0,0,0,72.72727272727273,0,37.5,37.5
Australia,Tete Yengi,849429,Centre-Forward,Premiership,25/26,19,23,2,0,1056,47.82608695652174,1,0,0,0,51.01449275362319,0,8.333333333333332,10.526315789473683
Australia,Tete Yengi,849429,Centre-Forward,SFA Cup,25/26,1,1,0,0,37,0.0,0,0,0,0,30.833333333333336,0,0.0,0.0
Australia,Tete Yengi,849429,Centre-Forward,League Cup,25/26,2,5,0,0,33,0.0,0,0,0,0,7.333333333333333,0,0.0,0.0
Austria,Florian Wiegele,393999,Goalkeeper,Chance Liga,25/26,16,30,0,0,1425,50.0,0,0,7,14,52.77777777777778,0,0.0,0.0
Austria,Florian Wiegele,393999,Goalkeeper,Europa League,25/26,6,10,0,0,570,60.0,1,0,3,4,61.29032258064516,0,0.0,0.0
Austria,Florian Wiegele,393999,Goalkeeper,Champions League Qu.,25/26,2,4,0,0,180,50.0,0,0,0,4,50.0,0,0.0,0.0
Austria,Florian Wiegele,393999,Goalkeeper,Chance Liga Champion Gr.,25/26,4,5,0,0,360,80.0,0,0,3,1,80.0,0,0.0,0.0
Austria,Florian Wiegele,393999,Goalkeeper,MOL Cup,25/26,3,3,0,0,270,100.0,0,0,1,4,100.0,0,0.0,0.0
Austria,Patrick Pentz,223972,Goalkeeper,Superliga,25/26,20,22,0,0,1785,90.9090909090909,0,1,8,20,90.15151515151516,0,0.0,0.0
Austria,Patrick Pentz,223972,Goalkeeper,UECL Qualifying,25/26,6,6,0,0,540,100.0,0,0,3,7,100.0,0,0.0,0.0
Austria,Patrick Pentz,223972,Goalkeeper,Superliga Europa Playoff,25/26,1,1,0,0,120,100.0,0,0,0,3,100.0,0,0.0,0.0
Austria,Patrick Pentz,223972,Goalkeeper,Superliga Championship round,25/26,10,10,0,0,900,100.0,0,0,3,13,100.0,0,0.0,0.0
Austria,Patrick Pentz,223972,Goalkeeper,Oddset Pokalen,25/26,2,2,0,0,210,100.0,0,0,0,5,100.0,0,0.0,0.0
Austria,Alexander Schlager,186374,Goalkeeper,Bundesliga,25/26,31,32,0,0,2790,96.875,4,0,5,40,96.875,0,0.0,0.0
Austria,Alexander Schlager,186374,Goalkeeper,Europa League,25/26,7,8,0,0,630,87.5,0,0,0,15,87.5,0,0.0,0.0
Austria,Alexander Schlager,186374,Goalkeeper,Champions League Qu.,25/26,4,4,0,0,360,100.0,0,0,0,6,100.0,0,0.0,0.0
Austria,Alexander Schlager,186374,Goalkeeper,ÖFB-Cup,25/26,5,5,0,0,480,100.0,1,0,2,3,100.0,0,0.0,0.0
Austria,David Affengruber,452483,Centre-Back,LaLiga,25/26,36,38,1,1,2953,86.8421052631579,7,1,0,0,86.34502923976608,0,4.081632653061225,4.081632653061225
Austria,David Affengruber,452483,Centre-Back,Copa del Rey,25/26,3,4,0,1,143,50.0,0,0,0,0,36.666666666666664,0,12.5,16.666666666666664
Austria,Kevin Danso,263236,Centre-Back,Premier League,25/26,24,38,0,0,1491,44.73684210526316,8,0,0,0,43.59649122807018,0,0.0,0.0
Austria,Kevin Danso,263236,Centre-Back,UEFA Champions League,25/26,8,10,0,0,477,50.0,1,0,0,0,53.0,0,0.0,0.0
Austria,Kevin Danso,263236,Centre-Back,UEFA Super Cup,25/26,1,1,0,0,90,100.0,1,0,0,0,100.0,0,0.0,0.0
Austria,Kevin Danso,263236,Centre-Back,FA Cup,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Austria,Kevin Danso,263236,Centre-Back,EFL Cup,25/26,2,2,0,0,180,100.0,0,0,0,0,100.0,0,0.0,0.0
Austria,Philipp Lienhart,225657,Centre-Back,Bundesliga,25/26,20,34,1,0,1301,41.17647058823529,2,0,0,0,42.51633986928105,1,1.9607843137254901,2.631578947368421
Austria,Philipp Lienhart,225657,Centre-Back,Europa League,25/26,11,15,1,0,849,66.66666666666666,3,0,0,0,62.88888888888889,0,4.0,4.545454545454546
Austria,Philipp Lienhart,225657,Centre-Back,DFB-Pokal,25/26,3,5,0,0,300,60.0,1,0,0,0,58.82352941176471,0,0.0,0.0
Austria,Marco Friedl,156990,Centre-Back,Bundesliga,25/26,30,34,1,0,2549,85.29411764705883,9,1,0,0,83.30065359477125,0,2.7027027027027026,3.3333333333333335
Austria,Marco Friedl,156990,Centre-Back,DFB-Pokal,25/26,1,1,0,0,90,100.0,1,0,0,0,100.0,0,0.0,0.0
Austria,Stefan Posch,223974,Centre-Back,Bundesliga,25/26,16,16,0,0,1395,100.0,4,0,0,0,96.875,0,0.0,0.0
Austria,Stefan Posch,223974,Centre-Back,Conference League,25/26,4,4,2,0,360,100.0,2,0,0,0,100.0,0,50.0,50.0
Austria,Stefan Posch,223974,Centre-Back,Serie A,25/26,14,21,1,0,384,14.285714285714285,1,0,0,0,20.317460317460316,0,3.3333333333333335,3.4482758620689653
Austria,Stefan Posch,223974,Centre-Back,Italy Cup,25/26,1,1,0,0,45,100.0,0,0,0,0,50.0,0,0.0,0.0
Austria,Michael Svoboda,438961,Centre-Back,Serie B,25/26,29,38,3,2,2527,73.68421052631578,7,0,0,0,73.88888888888889,0,6.493506493506493,7.352941176470589
Austria,Michael Svoboda,438961,Centre-Back,Italy Cup,25/26,1,3,0,0,15,0.0,0,0,0,0,5.555555555555555,0,0.0,0.0
Austria,David Alaba,59016,Centre-Back,LaLiga,25/26,11,38,0,0,421,13.157894736842104,1,0,0,0,12.309941520467836,0,0.0,0.0
Austria,David Alaba,59016,Centre-Back,UEFA Champions League,25/26,3,14,0,0,115,7.142857142857142,0,0,0,0,9.126984126984127,0,0.0,0.0
Austria,David Alaba,59016,Centre-Back,Copa del Rey,25/26,1,2,0,0,25,0.0,0,0,0,0,13.88888888888889,0,0.0,0.0
Austria,David Alaba,59016,Centre-Back,Supercopa,25/26,1,2,0,0,14,0.0,0,0,0,0,7.777777777777778,0,0.0,0.0
Austria,Phillipp Mwene,127573,Left-Back,Bundesliga,25/26,29,34,1,5,2073,70.58823529411765,4,0,0,0,67.74509803921569,0,13.636363636363635,16.216216216216218
Austria,Phillipp Mwene,127573,Left-Back,Conference League,25/26,7,10,0,0,478,60.0,0,0,0,0,53.11111111111111,0,0.0,0.0
Austria,Phillipp Mwene,127573,Left-Back,UECL Qualifying,25/26,2,2,0,0,161,100.0,0,0,0,0,89.44444444444444,0,0.0,0.0
Austria,Phillipp Mwene,127573,Left-Back,DFB-Pokal,25/26,1,2,0,0,69,50.0,0,0,0,0,38.333333333333336,0,0.0,0.0
Austria,Konrad Laimer,223967,Right-Back,Bundesliga,25/26,29,34,3,9,1997,64.70588235294117,9,0,0,0,65.26143790849673,0,9.836065573770492,11.214953271028037
Austria,Konrad Laimer,223967,Right-Back,UEFA Champions League,25/26,11,14,0,4,854,71.42857142857143,4,0,0,0,67.77777777777779,0,9.30232558139535,10.256410256410255
Austria,Konrad Laimer,223967,Right-Back,DFL-Supercup,25/26,1,1,0,0,72,100.0,0,0,0,0,80.0,0,0.0,0.0
Austria,Konrad Laimer,223967,Right-Back,DFB-Pokal,25/26,6,6,0,0,374,66.66666666666666,1,0,0,0,69.25925925925925,0,0.0,0.0
Austria,Nicolas Seiwald,404950,Defensive Midfield,Bundesliga,25/26,33,34,0,2,2704,91.17647058823529,2,0,0,0,88.36601307189542,0,3.0303030303030303,3.1746031746031744
Austria,Nicolas Seiwald,404950,Defensive Midfield,DFB-Pokal,25/26,4,4,0,0,342,100.0,1,0,0,0,95.0,0,0.0,0.0
Austria,Dejan Ljubicic,287188,Defensive Midfield,2. Bundesliga,25/26,15,15,4,3,1182,100.0,3,0,0,0,87.55555555555556,0,26.923076923076923,26.923076923076923
Austria,Dejan Ljubicic,287188,Defensive Midfield,Europa League,25/26,7,7,2,0,504,100.0,2,0,0,0,80.0,0,16.666666666666664,16.666666666666664
Austria,Dejan Ljubicic,287188,Defensive Midfield,SuperSport HNL,25/26,15,19,0,3,1007,63.1578947368421,1,0,0,0,58.88888888888889,0,7.317073170731707,7.894736842105263
Austria,Dejan Ljubicic,287188,Defensive Midfield,Hrvatski nogometni kup,25/26,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0
Austria,Florian Grillitsch,195736,Defensive Midfield,Liga Portugal,25/26,20,31,1,1,1129,38.70967741935484,3,0,0,0,40.46594982078853,0,3.571428571428571,4.651162790697675
Austria,Florian Grillitsch,195736,Defensive Midfield,Europa League,25/26,10,14,2,1,676,57.14285714285714,2,0,0,0,53.65079365079365,0,13.043478260869565,16.666666666666664
Austria,Florian Grillitsch,195736,Defensive Midfield,Allianz Cup,25/26,3,3,0,0,179,66.66666666666666,1,0,0,0,66.2962962962963,0,0.0,0.0
Austria,Florian Grillitsch,195736,Defensive Midfield,Taça de Portugal,25/26,3,4,0,0,205,75.0,0,0,0,0,56.94444444444444,0,0.0,0.0
Austria,Paul Wanner,900909,Central Midfield,Eredivisie,25/26,22,32,3,3,1641,59.375,5,0,0,0,56.97916666666667,0,6.451612903225806,6.896551724137931
Austria,Paul Wanner,900909,Central Midfield,UEFA Champions League,25/26,6,8,0,0,280,37.5,0,0,0,0,38.88888888888889,0,0.0,0.0
Austria,Paul Wanner,900909,Central Midfield,KNVB Beker,25/26,4,4,2,1,336,100.0,1,0,0,0,93.33333333333333,0,23.076923076923077,23.076923076923077
Austria,Paul Wanner,900909,Central Midfield,Premier League Int. Cup U21,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Austria,Carney Chukwuemeka,659459,Central Midfield,Bundesliga,25/26,28,33,2,0,907,24.242424242424242,2,0,0,0,30.538720538720536,0,2.9850746268656714,3.1746031746031744
Austria,Carney Chukwuemeka,659459,Central Midfield,UEFA Champions League,25/26,8,10,1,2,221,10.0,0,0,0,0,24.555555555555557,0,13.636363636363635,13.636363636363635
Austria,Carney Chukwuemeka,659459,Central Midfield,DFB-Pokal,25/26,2,2,0,0,96,50.0,0,0,0,0,45.714285714285715,0,0.0,0.0
Austria,Xaver Schlager,223979,Central Midfield,Bundesliga,25/26,26,34,3,1,1837,61.76470588235294,6,0,0,0,60.03267973856209,0,6.0606060606060606,7.547169811320755
Austria,Xaver Schlager,223979,Central Midfield,DFB-Pokal,25/26,4,4,0,0,230,50.0,0,0,0,0,63.888888888888886,0,0.0,0.0
Austria,Marcel Sabitzer,106987,Central Midfield,Bundesliga,25/26,26,34,1,2,1823,61.76470588235294,3,0,0,0,59.57516339869281,0,4.285714285714286,5.172413793103448
Austria,Marcel Sabitzer,106987,Central Midfield,UEFA Champions League,25/26,6,10,0,2,344,40.0,0,0,0,0,38.22222222222222,0,9.090909090909092,10.0
Austria,Marcel Sabitzer,106987,Central Midfield,DFB-Pokal,25/26,2,3,0,0,181,66.66666666666666,0,0,0,0,60.333333333333336,0,0.0,0.0
Austria,Alessandro Schöpf,118397,Central Midfield,Bundesliga,25/26,24,32,5,5,1804,65.625,2,0,0,0,62.638888888888886,0,24.390243902439025,30.303030303030305
Austria,Alessandro Schöpf,118397,Central Midfield,Europa League Qualifying,25/26,2,2,0,0,191,100.0,0,0,0,0,90.95238095238095,0,0.0,0.0
Austria,Alessandro Schöpf,118397,Central Midfield,UECL Qualifying,25/26,2,2,0,0,210,100.0,1,0,0,0,100.0,0,0.0,0.0
Austria,Alessandro Schöpf,118397,Central Midfield,ÖFB-Cup,25/26,4,4,0,1,331,100.0,1,0,0,0,84.87179487179488,0,8.333333333333332,8.333333333333332
Austria,Alessandro Schöpf,118397,Central Midfield,Bundesliga EC-Play-off,25/26,1,1,0,0,20,0.0,0,0,0,0,22.22222222222222,0,0.0,0.0
Austria,Alexander Prass,434116,Left Midfield,Bundesliga,25/26,32,34,3,2,1298,35.294117647058826,4,0,0,0,42.41830065359477,0,7.6923076923076925,7.6923076923076925
Austria,Alexander Prass,434116,Left Midfield,DFB-Pokal,25/26,2,2,0,0,119,50.0,0,0,0,0,56.666666666666664,0,0.0,0.0
Austria,Romano Schmid,346853,Attacking Midfield,Bundesliga,25/26,34,34,4,8,2993,100.0,4,0,0,0,97.81045751633987,0,32.432432432432435,32.432432432432435
Austria,Romano Schmid,346853,Attacking Midfield,DFB-Pokal,25/26,1,1,0,0,90,100.0,0,0,0,0,100.0,0,0.0,0.0
Austria,Patrick Wimmer,533295,Right Winger,Bundesliga,25/26,25,34,4,3,1634,61.76470588235294,4,0,0,0,53.39869281045752,0,15.555555555555555,21.21212121212121
Austria,Patrick Wimmer,533295,Right Winger,DFB-Pokal,25/26,2,2,0,3,135,50.0,1,0,0,0,75.0,0,33.33333333333333,33.33333333333333
Austria,Sasa Kalajdzic,369567,Centre-Forward,Bundesliga,25/26,23,27,6,7,1324,55.55555555555556,2,0,0,0,54.48559670781893,0,25.0,26.0
Austria,Sasa Kalajdzic,369567,Centre-Forward,ÖFB-Cup,25/26,4,4,1,4,392,100.0,1,0,0,0,93.33333333333333,0,45.45454545454545,45.45454545454545
Austria,Sasa Kalajdzic,369567,Centre-Forward,Premier League,25/26,1,3,0,0,14,0.0,0,0,0,0,5.185185185185185,0,0.0,0.0
Austria,Sasa Kalajdzic,369567,Centre-Forward,EFL Cup,25/26,1,1,0,0,9,0.0,0,0,0,0,10.0,0,0.0,0.0
Austria,Marko Arnautovic,41384,Centre-Forward,Super liga Srbije,25/26,13,29,5,8,793,37.93103448275862,0,0,0,0,30.38314176245211,0,15.66265060240964,22.807017543859647
Austria,Marko Arnautovic,41384,Centre-Forward,Europa League,25/26,10,10,2,1,665,80.0,2,0,0,0,71.50537634408603,0,37.5,37.5
Austria,Marko Arnautovic,41384,Centre-Forward,Champions League Qu.,25/26,3,6,0,0,63,0.0,0,0,0,0,11.666666666666666,0,0.0,0.0
Austria,Marko Arnautovic,41384,Centre-Forward,Super liga Championship round,25/26,3,7,2,0,200,42.857142857142854,0,0,0,0,31.746031746031743,0,15.384615384615385,22.22222222222222
Austria,Marko Arnautovic,41384,Centre-Forward,Kup Srbije,25/26,3,5,1,0,207,20.0,0,0,0,0,43.125,0,5.88235294117647,16.666666666666664
Austria,Michael Gregoritsch,120205,Centre-Forward,Bundesliga,25/26,17,19,6,3,917,57.89473684210527,2,0,0,0,53.62573099415204,0,32.142857142857146,34.61538461538461
Austria,Michael Gregoritsch,120205,Centre-Forward,UECL Qualifying,25/26,2,2,1,0,41,0.0,1,0,0,0,22.77777777777778,0,50.0,50.0
Austria,Michael Gregoritsch,120205,Centre-Forward,Superliga,25/26,11,13,2,1,370,30.76923076923077,2,0,0,0,31.62393162393162,0,13.043478260869565,14.285714285714285
Austria,Michael Gregoritsch,120205,Centre-Forward,Oddset Pokalen,25/26,1,2,0,0,15,0.0,0,0,0,0,7.142857142857142,0,0.0,0.0
